редактор Боб,"Сбербанк хочет создать открытую экосистему - ГрефГлава Сбербанка Герман Греф:

На конференции SmartDev Сбербанк презентовал новую версию платформы для создания приложений — SmartMarket, которая позволяет любым сторонним разработчикам, компаниям получить доступ к технологиям и инструментам экосистемы.

источникАвто-репост. Читать в блоге >>>",2021-05-20,https://smart-lab.ru/forum/SBER/page5841/
Ник,"Tilson, 
Если не секрет, поясните идею — в чем преимущество держать до экспирации для получения акций, по сравнению с «лобовой» покупкой? Экономия на брокерской комиссии? Или больше взять на плечо?",2021-05-20,https://smart-lab.ru/forum/SBER/page5841/
Tilson,"Ник, я чуть чуть совсем, там много взять тяжело. Кроме того, я ими не спекулирую, держу до экспирации",2021-05-20,https://smart-lab.ru/forum/SBER/page5841/
Александр Даншинов,"Geist, тогда зачем было писать сказки про армейку, марш бросок 8 км, на краповый бегут полу марафон с 3 рубежами, спаррингом и 6 минутами выживания против инструктора…",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Александр Даншинов,"khornickjaadle, это уточнение, к Вашему ответу",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Geist,"Александр Даншинов, ну не, за час полумарафон только рекордсмены бегают.",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
khornickjaadle,"Александр Даншинов, Не понял вопроса.",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
any_to_real,"Geist, не ну с железной дисциплиной никто не мешает 50/50 поза/кэш держать на счете и плечо из 6 становится 3 (ну и т.д.), а кому ж тут дисциплину демонстрировать, как не тебе? 
Вот именно шортить я принципиальной разницы не вижу от спота, кроме той, что на фьючах шорты бесплатные.",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Engineer_M,"Geist, 100-200 контрактов, уверен, не будет проблем. :) Просто не увлекайся, не поднимай планку.",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Geist,"Advocate, на счетах-то легко, в голове как? Счета разные, а голова одна.",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Geist,"any_to_real, там плечи большие, моя такие не может торговать!",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
NSK,"any_to_real, чистая правда",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
NSK,"Tilson, в разные стороны обязательно, выработанные система не то что безубыточна, а ВСЕГДА в плюсе",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Александр Даншинов,"khornickjaadle, и за час успевал?!!!",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Александр Даншинов,"Geist, и что за час пробегали?!!! это я тоже бегал и на чеченской по горам с свд родимой",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Advocate,"Geist, разносрок тебе надобно на счетах завести.",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
any_to_real,"Tilson, так наоборот — перед торгами планерка семейная, штурм идей, куда-чего торгуем, во время сессии папа с ремнем ходит и за пересиживание наказывает, все как у профи",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Geist,"Advocate, не, я же столкнулся с псих. трудностями там, получалось, что по одному счету надо сидеть в более длинном лонге, а по другому пытаться шортить внутри этого лонга. И матрица стала сбоить, а как ее пофиксить, я пока не понял. Тилсон вон умеет сразу в обе стороны сидеть, а у меня не получается. А по текущему счету из-за того, что увеличивал депозит дважды и забрал большую часть роста, получилось, что столько нахапал, что уже барьер по размеру позиции. Осенью на каком-то кураже проскочил, а сейчас вот как-то что-то уперся в размер. Плечи-то уже от нахапанного вычисляются ;)",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Tilson,"NSK, ничего себе, люди уже целыми семьями пропадают. Вы хоть в разные стороны торгуете, на всякий случайИли хотя бы по инструменту на человека. Вообще тут уже сложная проблема согласованности вырисовывается. Семейные стопы и т.д. Даже интересно.",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Engineer_M,"Ник, повторяться не будут, да и обстоятельства были другие.",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
NSK,"any_to_real, ага, долгими зимними вечерами…",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Geist,"Advocate, сижу вот думаю, что бы тебе сказать по этому поводу такого хорошего, чтобы не сказать ничего плохого? Пока еще не придумал",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
any_to_real,"NSK, да у тебя там семейная проп-контора",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Geist,"Tilson, к Олейнику не могу, я же торгую на свои, а не на чужие, как он, у меня нет такого «золотого запасу», чтобы пересиживать просадки по -30-50%. Да и Заратустра не позволяет ;) Ну ладно, секрет фирмы так секрет фирмы, я это понимаю ;)",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
NSK,"any_to_real, запишите на мой счет в поддержании срочного рынка — дочь и сына за уши из-за терминала не оттащишь, жена предпочитает классику — ФР",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Advocate,"Geist, А не желаешь ли ты, Плохиш, к нам в буржуинство записаться?©",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
any_to_real,"Advocate, переживательно ага, и пофлудить на вечерке не с кем",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Advocate,"any_to_real, Бронкос без вести пропал",2021-05-20,https://smart-lab.ru/forum/SBER/page5842/
Arkadiy21,"Arkadiy21, Еще, помню, в Сбере было кино, когда поставили банкоматы и предлагали(настойчиво) Юрикам через эти банкоматы сдавать наличные! 1 500 000 рэ по одной купюре! По одной, Карл, купюре!!!!",2021-05-21,https://smart-lab.ru/forum/SBER/page5843/
Arkadiy21,"Engineer_M, первыми под сокращение попали операторы по работе с ЮЛ, если правильно помню…",2021-05-21,https://smart-lab.ru/forum/SBER/page5843/
Geist,"Advocate, а сейчас впрямую же опасно стало, сразу обвинения и даже иски. Если констатировать и написать, например, я не черный и не пузатый, это сразу может поставить тебя в ряды белых расистов, дискриминирующих бодипозитивных людей! В этом разрезе становится интересно, не дискриминируют ли твои шорты кого-нибудь, кто сидит в лонге. Подозреваю, что не без этого",2021-05-21,https://smart-lab.ru/forum/SBER/page5843/
Chef,"Арсений Нестеров, Ну он и немного подрастает!",2021-05-21,https://smart-lab.ru/forum/SBER/page5843/
Engineer_M,"Arkadiy21, умеют отжимать, что скажешь, даже на зарплатах сэкономили (раньше уборщиц с водителями сокращали, чтобы показать экономию, теперь людей по минималке нанимают).",2021-05-21,https://smart-lab.ru/forum/SBER/page5843/
Арсений Нестеров,"Я сбер откупил на место… Часть вчера, часть сегодня--пришлось подороже взять. Посмотрим.",2021-05-21,https://smart-lab.ru/forum/SBER/page5843/
Arkadiy21,"«Сбербанк» с помощью ФСИН стал нанимать осуждённых для обучения нейросетей
www.rbc.ru/finances/16/03/2020/5e6facc09a7947a3fcf7ce9f
Вечер в хату!",2021-05-21,https://smart-lab.ru/forum/SBER/page5843/
Engineer_M,"Всем доброго утра и правильных решений! 

Позавчера и вчера прилично нарастили страховки о падения.",2021-05-21,https://smart-lab.ru/forum/SBER/page5843/
Advocate,"Geist, чё то так скромно возражаешь, как будто правда
Доброе утро!)",2021-05-21,https://smart-lab.ru/forum/SBER/page5843/
Geist,"Александр Даншинов, продолжишь в том же духе, их тут станет на одного меньше, проблем нет.",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
Geist,"Александр Даншинов, не-не, влез тут ты, а мы тут давно сидим ©. И не разобрался — надеюсь, пока — тоже ты.",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
AntiTrader,"Сбер. Амеры не помогут. Их самих манипулируют сегодня. Вниз.20 мая.
Факты. Сбер продали 1150мр (до 12-30), купили 1250мр. Фьючерс продали 400мр, купили 550мр. АДР купили 150мр.Интерпретация. Амеры показали рост с 15-30 (вышла статистика по безработице). На открытии с 16-30 сильный рост. Этот рост амеров вытянул Сбер вверх (откупили все проданное утром и более). Рост амеров «ненастоящий» — закрытие позиций. Причин и последствий не знаю. Но цены опустятся у амеров еще сегодня.
Сбер смотрит вниз. Сейчас идет крупный развод от избушек. По завершении оного — вниз.Прогноз. Прежний, 286-283.

Подробности — Телеграм, t.me/sberanalizАвто-репост. Читать в блоге >>>",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
Geist,"Александр Даншинов, да и так, и так, и еще по-другому, Александр Ваганыч.",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
Ефим Подольский,"На каком уровне подбирать префки с горизонтом 5лет?
Брал по 200 но спекулятивно всё продал",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
Tilson,"any_to_real, «Все трое были приятно ошеломлены»",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
any_to_real,"Geist, по себе меряю",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
Geist,"any_to_real, смешно, но не понял, чё эт я пузатый?",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
Gorik,"any_to_real, Понятно, я то нефть не торгую, так посматриваю только.",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
any_to_real,"Gorik, да не конкретно ты, а в принципе давно поють, что непть на 50 сходит, а она чавойт и 60 никак не пройдет. А я тут ИгорьИваныча полюбил внезапно, надеюсь, что дадут подешевле",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
Gorik,"any_to_real, Чего обещаю?",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
any_to_real,"Gorik, вы все обещаете-обещаете©",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
Gorik,"Смотрите ка, нефть решила продолжить в низ.",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
any_to_real,"Сейчас бы в энторнетах пузатым мужикам сраться кто как армейку бегал 
Вот что пила животворящая творит!",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
Gorik,"Александр Даншинов, Понятное дело, «кроме краповых ни кто не бегал», это же больше не кому не под силу, походу ты молод.",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
Geist,"Александр Даншинов, сказки про армейку? Ты полегче на поворотах с незнакомым человеком. Я не знаю, сколько бегут на краповый, а мы в РВСН бегали, сколько командир считал нужным.",2021-05-20,https://smart-lab.ru/forum/SBER/page5843/
any_to_real,"«Предприниматель Илон Маск заявил, что впечатлен достижениями России. Об этом основатель Tesla и SpaceX заявил по видеосвязи в рамках российского просветительского марафона «Новое Знание»».

РТС на 2000",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
any_to_real,"Arkadiy21, знамо какой — чтобы засаживать хомяков, устраивать раздачу мясу и высаживать слаборуких — избушки ж, какой там еще может быть смысол",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Arkadiy21,"Остап1978, инвестировать лучше по 285-280, я так думаю. А какой смысл разгонять до 300+ под инвестиции?",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Engineer_M,"Остап1978, инфа от проверенного источника?",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Остап1978,"Arkadiy21, просто избушки получили дивы и их реинвестируют. Простые люди получат их на след. Неделе только.",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Евгений,Думаю на открытии Америки еще выше пойдем по сберу.,2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Arkadiy21,"Черный Живоглот, Боковик 290-410! Да-а-а-а, совсем я отстал от жизни!",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Черный Живоглот,"Arkadiy21, 
Скорее всего он вышел из диапазона (170-280)
И теперь может впасть в новый боковик с новыми цифрами 
280-390
Или (290-410)",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Arkadiy21,"any_to_real, видимо я этот момент пропустил",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
any_to_real,"Arkadiy21, а как-то давно уже это поменяли — пятница стала не заливатницей, а обжиратницей. Ждать пятницы, чтобы чего на инвест втарить, стало делом бесполезным.",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Arkadiy21,Сбер лезет и лезет вверх! Сегодня же пятница! Наверное кукел в календарь не смотрит!,2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Arkadiy21,"Tilson, об ней, родной, только и думаю — о капитализации",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Engineer_M,"any_to_real, я как они не умею, мне по-русски ближе, но в обществе так выражаться неприлично. 

ПС Из возраста применения линеек тоже вышел.",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Engineer_M,"Ник, забурлили, сейчас мусора навыносит на поверхность.",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
any_to_real,"Engineer_M, так-так, предводитель с утра задал ветке высокую планку толерантности! Что за выражения?",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Tilson,"Arkadiy21, что это Вы нашими людьми разбрасываетесь за окурки. Так дело не пойдет. Ну-у-у, если только это резко поднимет капитализацию Сбера, ну тогда ещё...",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Engineer_M,"any_to_real, это какая-то пиндосия получается",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
any_to_real,"Черный Живоглот, не, перебор.
Армейкой когда, то посыл — мол я вон какой здоровый был, будешь не уважать мой набор буковок в энторнете, вычислю по ip, догоню и наваляю. А если когда про палки, это что же получается…",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Ник,"По сберу-П На часах пробили клин вверх, на днях вернулись в февральский коридор. Так держать!",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
StockGamblers,"Сбербанк, динамика с 2009 года. VWAP.Предлагаю взглянуть на иерархию кривых VWAP на Сбербанке, начиная с лоев кризиса 2008 года.

Это недельки. Так что ловить провалы где-то там. Глобальные цели высоко… выше 420. 



Картинка сделана в МТ5, индикаторы там же.

https://t.me/stockgamblers

А на этом пока всё.¡Adiós!Авто-репост. Читать в блоге >>>",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Черный Живоглот,"any_to_real, 
Я понимаю хвастаться сколько в студенческие годы палок мог кинуть за вечер. Это да 👏",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Arkadiy21,"Ник, Ну, осужденных, тоже можно подбирать для этой работы заранее… Например, есть тут известный Ramak, он хорошо разбирается в программировании, как я понял. Впаяют ему N-лет за брошенный окурок, и вот готовый осужденный для работы с нейросетями.",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
NSK,"Geist, как ответил однажды мой институтский товарищ из бодипУзотивных людей на приглашение к подвижному образу жизни: «Живём один раз и меня мои 130+ не напрягают, ем что хочу и сколько влезет, а твои беготня, лыжи, велик, бассейн и зал только депрессию вызывают»",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Ник,"Всех с пятницей!
Что то газ не газует, и ВТБ не всплывает. А так всё норм )",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Ник,"Arkadiy21, 
Имеется в виду для обучения мошенников? А то у них прямо застой последнее время",2021-05-21,https://smart-lab.ru/forum/SBER/page5844/
Cheburgena,"Kot889, В письме сбера была плановая дата 1 июня вроде.",2021-05-24,https://smart-lab.ru/forum/SBER/page5845/
drmfd,"Kot889, Альфа сказала что с 28го.",2021-05-24,https://smart-lab.ru/forum/SBER/page5845/
Kot889,когда дивы придут? и пришли ли кому то?,2021-05-24,https://smart-lab.ru/forum/SBER/page5845/
AntiTrader,"Сбер. Избушки держат цены. Толпа продает, крупняки тоже, но немного.24 мая.
Факты. Сбер купили 350мр (до 10-30), продали 350мр. Фьючерс купили 350мр, продали 350мр. АДР в нулях.Интерпретация. Амеры невнятно растут, простое давление денег (ФРС печатает без устали). Но «чувствуется усталость», готовится слив. ИМХО.
На РЦБ РФ небольшие продажи. Все ждут «указаний от амеров». А их пока нет. Если и дальше не будет сигналов амеров, начнется резкое снижение. Время с 14-30. ИМХО тоже.Прогноз. Прежний. Цели 286-283. Срок 2-3 дня.

Подробности — Телеграм, t.me/sberanalizАвто-репост. Читать в блоге >>>",2021-05-24,https://smart-lab.ru/forum/SBER/page5845/
Алексей Овечкин,"Прогноз по сберуСбер 
Тренд падающий
прогноз в среднем на 2 дня. (так настроены индикаторы)Авто-репост. Читать в блоге >>>",2021-05-24,https://smart-lab.ru/forum/SBER/page5845/
siberman,"srm1продал сбер





откуп 30090Авто-репост. Читать в блоге >>>",2021-05-24,https://smart-lab.ru/forum/SBER/page5845/
Gorik,Снижение ещё не отыграно если что…,2021-05-24,https://smart-lab.ru/forum/SBER/page5845/
редактор Боб,"Сбербанк первым в Казахстане запустил моментальные денежные переводы в КитайСбербанк первым в Казахстане внедрил сервис моментальных переводов в Китай через мобильное приложение СберБанк Онлайн. 
Банк завершил сертификацию в международной платёжной системе UnionPay International и провёл транзакцию по переводу денег на карту UnionPay в Китае.В соответствии с требованиями законодательства КНР сумма одного перевода составляет до 5000 USD в сутки на одну карту.

Ранее Сбербанк также внедрил переводы из Казахстана в Россию и обратно по номеру телефона, а также платёжный сервис по переводу денег по номеру карты в соседние страны: Таджикистан, Узбекистан и Кыргызстан. 

За 2020 год количество Р2Р-переводов выросло на 200%, а платежей — на 48%. 

В 2020 году через Сбербанк Казахстан люди провели более полумиллиона международных Р2Р-переводов, из них 83% — в Россию.

источникАвто-репост. Читать в блоге >>>",2021-05-24,https://smart-lab.ru/forum/SBER/page5845/
Gorik,"В ближайшее время по Сберу сигналы перкупленности и медвежьей дивергенции начиная с малых таймфреймах, указывают на снижение цены.",2021-05-24,https://smart-lab.ru/forum/SBER/page5845/
Engineer_M,"Всем доброго утра и правильных решений! 

Пятница прошла равномерно


Вспоминается Киплинг и один из героев, произнёсший желанную фразу. :)",2021-05-24,https://smart-lab.ru/forum/SBER/page5845/
редактор Боб,"«Сбер» запустит сервис по долгосрочной аренде автомобилей

«Сбер» выходит на зарождающийся в России рынок долгосрочной аренды автомобилей для населения. За 2021 год новый сервис планирует привлечь 2–3 тыс. клиентов, а в 2025 году сдать в аренду 30 тыс. машин и получить выручку до ₽25 млрд
www.rbc.ru/business/24/05/2021/60a4ffea9a79473886bd1b3a",2021-05-24,https://smart-lab.ru/forum/SBER/page5845/
Ник,"Всем доброго утра и успехов!
Газик на часах и дневках флаг рисует, взял фьючи посмотреть",2021-05-24,https://smart-lab.ru/forum/SBER/page5845/
Konstantin FOREX,"23.05.2021 — Сбербанк (SBER)
h4. (детализация)
Красный вариант — развивается волна 5*of 5 of A
Серый вариант — развивается волна 5’of 1*of 5 of A

Последние обновления и не только, это здесь: ПОСЛЕДНИЕ ОБНОВЛЕНИЯПрогноз:
В краткосрочной перспективе жду обновление локального максимума 302.98
В краткосрочно-среднесрочной перспективе жду обновление локального максимума 320.15Авто-репост. Читать в блоге >>>",2021-05-24,https://smart-lab.ru/forum/SBER/page5845/
drumer,"ОчПассивный инвестор, металурги",2021-05-23,https://smart-lab.ru/forum/SBER/page5845/
Евгений Бакулин,"ОчПассивный инвестор, есть переоцененный Озон, например",2021-05-23,https://smart-lab.ru/forum/SBER/page5845/
ОчПассивный инвестор,"stanislava, 
А что на нашем рынке дооценено-то по настоящему?",2021-05-23,https://smart-lab.ru/forum/SBER/page5845/
Алексей Алексашин,"Куда двинут акции Сбербанка?

Авто-репост. Читать в блоге >>>",2021-05-22,https://smart-lab.ru/forum/SBER/page5845/
stanislava,"Сбербанк - недооцененный флагман банковского сектора РФ - Финам«Сбер» является крупнейшим банком в России, на него приходится свыше трети всех активов банковской системы страны. 
Додонов Игорь
ГК «Финам»

«Сбер» обладает самой развитой экосистемой в секторе, его бизнес имеет высокую степень цифровизации, что позволяет сохранять лояльность клиентов, дает новые возможности роста и поддерживает рентабельность. 

Отчетность «Сбера» за 1 квартал 2021 г. по МСФО оказалась сильной. Банк показал хорошую динамику процентных и комиссионных доходов, резко увеличил чистую прибыль. 

Благодаря устойчивому финансовому положению и высокой эффективности бизнеса «Сбер» должен стать одним из главных бенефициаров экономического восстановления страны после кризиса. 

«Сбер» выплачивает дивиденды в объеме 50% прибыли по МСФО. Наш прогноз по дивиденду 2021П — 22,9 руб. на акцию каждого типа. Дивидендная доходность может составить 7,6% по «обычке» и 8,2% по «префам».
           Авто-репост. Читать в блоге >>>",2021-05-21,https://smart-lab.ru/forum/SBER/page5845/
_Novi4ek_,"Всем привет, скальперы живи еще?",2021-05-21,https://smart-lab.ru/forum/SBER/page5845/
Engineer_M,"Остап1978, ок.",2021-05-21,https://smart-lab.ru/forum/SBER/page5845/
Остап1978,"Engineer_M, нет. Но каждый год картина одна и таже.",2021-05-21,https://smart-lab.ru/forum/SBER/page5845/
Arkadiy21,"soll, ага, будут ослаблять нас финансовой помощью и поставкой передовых технологий",2021-05-21,https://smart-lab.ru/forum/SBER/page5845/
soll,"Черный Живоглот, что бы санкции больше не делали нас сильнее, они решили сменить тактику",2021-05-21,https://smart-lab.ru/forum/SBER/page5845/
any_to_real,"Черный Живоглот, не согласен по Стивену Сигалу.",2021-05-21,https://smart-lab.ru/forum/SBER/page5845/
Черный Живоглот,"any_to_real, 
Если пиндосы или подпиндосники нас хвалят это плохо, значит мы где то не доработали.",2021-05-21,https://smart-lab.ru/forum/SBER/page5845/
Коммунизму быть!,"Geist, коммунизм неизбежен как бы не сопротивлялась контра",2021-05-25,https://smart-lab.ru/forum/SBER/page5846/
Geist,"Ник, а про переход количества в качество и сейчас учат? Я думал, это только при Советской власти было и что так коммунисты свою власть оправдывали: у нас всего количественно мало, но потом настанет коммунизм. ;)",2021-05-25,https://smart-lab.ru/forum/SBER/page5846/
Alex64,"krviolent, Спасибо!",2021-05-25,https://smart-lab.ru/forum/SBER/page5846/
krviolent,"Alex64, не позже 17 июня.
www.sberbank.ru/ru/press_center/all/article?newsID=d7a9179c-b544-41c8-9c38-92a9830d6fda&blockID=1303&regionID=77&lang=ru&type=NEWS",2021-05-25,https://smart-lab.ru/forum/SBER/page5846/
Alex64,"krviolent, Спасибо. Поточнее неизвестно? Обычно дата выплаты регламентируется с момента отсечки.",2021-05-25,https://smart-lab.ru/forum/SBER/page5846/
krviolent,"Alex64, в начале июня или раньше",2021-05-25,https://smart-lab.ru/forum/SBER/page5846/
Alex64,Кто в курсе? Когда дивы должны поступить?,2021-05-25,https://smart-lab.ru/forum/SBER/page5846/
Kaban.spb,"Смотрю на смарт-лабе анализ акций сбера, после 2017 года не было списания плохих кредитов. Их дествительно не было или строка просто не заполнена?Авто-репост. Читать в блоге >>>",2021-05-25,https://smart-lab.ru/forum/SBER/page5846/
